"id","province","city","type","carrier","product","directive","upward","downward","receiveMsg","reportAt","checked","remark","version","result","return_code"
"24617285","20","755","1","TELECOM","0","702","10001","10001","[""尊敬的刘*洪客户：当前乐享4G套餐国内手机上网流量(包含结转流量1.0G)共2.0G,已用0.0M,剩余2.0G；\n5G升级会员10G包19元201910国内通用流量(包含结转流量10.0G)共20.0G,已用13.29G),剩余6.70G；\n流量成长计划_2019年二季度_粤_60G通用国内通用流量共5.0G,已用5.0G),剩余0.0M；\n天翼云VR 5G会员体验包2020版定向流量共50.0G,已用0.0M,剩余50.0G；\n天翼云盘5G会员体验包2020版定向流量共50.0G,已用0.0M,剩余50.0G；\n乐享4G套餐国内通话时长共300分钟,已用18分钟,剩余282分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 12:22:17","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617281","20","668","1","TELECOM","0","702","10001","10001","[""尊敬的林*客户：当前天翼畅享40G（169元）套餐201805畅享套餐降速阈值流量共40.0G,已用5.61G,剩余34.38G；\n天翼畅享套餐201805国内通话时长共700分钟,已用0分钟,剩余700分钟；\n套内移动语音包（400分钟）国内语音时长量本共400分钟,已用22分钟,剩余378分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 12:20:20","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617261","20","755","1","TELECOM","0","702","10001","10001","[""尊敬的尹*化客户：当前5G畅享融合129元套餐国内通用流量(包含结转流量30.0G)共60.0G,已用18.81G),剩余41.18G；\n40元融合加装包（含提速）国内通用流量共10.0G,已用10.0G),剩余0.0M；\n5G畅享融合129元套餐国内语音时长量本共300分钟,已用59分钟,剩余241分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 12:13:28","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617227","20","668","1","TELECOM","0","702","10001","10001","[""尊敬的张*康客户：当前畅享流量50G（199元）套餐2017Q3畅享套餐降速阈值流量共50.0G,已用50.0G,剩余0.0M；\n畅享流量50G（199元）套餐2017Q3畅享套餐超出阈值的累计流量（不含国漫）共0.0M,已用9.93G,剩余0.0M；\n畅享流量套餐2017Q3国内手机上网流量(包含结转流量6.0G)共12.0G,已用0.0M,剩余12.0G；\n畅享流量套餐2017Q3国内通话时长共1000分钟,已用22分钟,剩余978分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 12:03:30","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617192","28","830","1","TELECOM","0","108","10001","10001","[""尊敬的客户，您本月套餐使用详细信息如下：\r\n1、畅享国内流量已使用101284.51M;\r\n2、国内通话时长总量为300分钟,剩余300分钟;\r\n3、IVPN群内通话时长总量为3000分钟,剩余3000分钟。\r\n满意服务，10分信赖！【中国电信】""]","2021-03-30 11:56:59","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617127","20","668","1","TELECOM","0","702","10001","10001","[""尊敬的张*顺客户：当前5G畅享融合129元套餐国内通用流量(包含结转流量16.24G)共46.24G,已用41.56G),剩余4.68G；\n5G畅享融合129元套餐国内语音时长量本共300分钟,已用127分钟,剩余173分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 11:33:35","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617119","20","750","1","TELECOM","90000","702","10001","10001","[""尊敬的江*市*会*会*创*初*中*客户：当前天翼畅享20G（99元）套餐201802畅享套餐降速阈值流量共20.0G,已用471.93M,剩余19.53G；\n天翼畅享套餐201802国内通话时长共300分钟,已用28分钟,剩余272分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 11:31:09","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617035","20","754","1","TELECOM","0","702","10001","10001","[""尊敬的郑*招客户：当前乐享4G套餐国内手机上网流量(包含结转流量3.0G)共6.0G,已用732.08M,剩余5.28G；\n移动语音包（0元）国内语音时长量本共1000分钟,已用2分钟,剩余998分钟；\n乐享4G套餐国内通话时长共700分钟,已用0分钟,剩余700分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 10:59:02","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617032","791","792","1","TELECOM","90000","i","10001","10001","[""VoLTE是什么黑科技？小知带您进入高清语音世界 ，边打电话边上网，接通更快速，语音更清晰，视频通话更高清，详细了解请看下方↓\n[V1] 产品内容\n[V2] 费用说明\n[V3] 业务办理\n[V4] 使用说明\n[V5] 排障指引\nPS：新疆地区、国际\/港澳台、西藏那曲漫游状态下，暂不能使用高清通话业务。\n 新疆地区、西藏那曲、中国澳门需要在手机上关闭VoLTE功能，其他地区无需手动关闭。 \n具体以办理时为准！ \n★没get到您的点? 戳这里  http:\/\/xiaozhi.189.cn:8082\/EasyHttp\/short?URL=502qeuIn  找“人工客服”!\n请回复序号获取相应的内容如V1、V2...""]","2021-03-30 10:58:27","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24617031","791","792","1","TELECOM","90000","i","10001","10001","[""VoLTE是什么黑科技？小知带您进入高清语音世界 ，边打电话边上网，接通更快速，语音更清晰，视频通话更高清，详细了解请看下方↓\n[V1] 产品内容\n[V2] 费用说明\n[V3] 业务办理\n[V4] 使用说明\n[V5] 排障指引\nPS：新疆地区、国际\/港澳台、西藏那曲漫游状态下，暂不能使用高清通话业务。\n 新疆地区、西藏那曲、中国澳门需要在手机上关闭VoLTE功能，其他地区无需手动关闭。 \n具体以办理时为准！ \n★没get到您的点? 戳这里  http:\/\/xiaozhi.189.cn:8082\/EasyHttp\/short?URL=502qeuIn  找“人工客服”!\n请回复序号获取相应的内容如V1、V2...""]","2021-03-30 10:58:27","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616953","20","755","1","TELECOM","0","702","10001","10001","[""尊敬的王*客户：当前电信畅享59元套餐201901（普通版）国内通用流量(包含结转流量10.0G)共20.0G,已用507.96M,剩余19.50G；\n电信畅享59元套餐201901（普通版）国内语音时长量本共100分钟,已用0分钟,剩余100分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 10:28:28","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616926","20","755","1","TELECOM","0","702","10001","10001","[""亲，您的问题需要根据具体的情况进行判断，请点击<ahref= http:\/\/xiaozhi.189.cn:8082\/EasyHttp\/short?URL=8bF3yqMz >10000号客服MM<\/a>让我们的小知MM为您服务吧。\n 您对本次服务是否满意?满意请回复“011”,不满意请回复“012”。""]","2021-03-30 10:18:49","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616902","20","756","1","TELECOM","0","702","10001","10001","[""尊敬的江*峰客户：当前5G畅享融合129元套餐国内通用流量(包含结转流量0.0M)共30.0G,已用30.0G),剩余0.0M；\n套餐外单用户累计使用流量-国内,已用1.47G;\n5G畅享融合129元套餐国内语音时长量本共300分钟,已用17分钟,剩余283分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 10:10:58","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616900","531","539","1","TELECOM","0","108","10001","10001","[""尊敬的客户您好，您当前的用户状态影响您办理相关业务，详情请咨询10000号。""]","2021-03-30 10:09:42","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616856","20","752","1","TELECOM","0","702","10001","10001","[""尊敬的叶*来客户：当前CDMA_全省_预付费王卡_19元，当月套餐内已包含CDMA_全省_预付费王卡_19元国内上网免费流量帐户(不含港澳台,可结转)共3.00GB(其中包含剩余上月结转流量0M)，剩余0MB；\nCDMA_全省_预付费包月语音包_20元送200分钟，当月套餐内已包含CDMA_全省_预付费包月语音包_20元送200分钟手机国内通话时长帐户共3小时20分钟，剩余3小时3分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:56:42","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616855","20","752","1","TELECOM","0","702","10001","10001","[""尊敬的叶*来客户：当前CDMA_全省_预付费王卡_19元，当月套餐内已包含CDMA_全省_预付费王卡_19元国内上网免费流量帐户(不含港澳台,可结转)共3.00GB(其中包含剩余上月结转流量0M)，剩余0MB；\nCDMA_全省_预付费包月语音包_20元送200分钟，当月套餐内已包含CDMA_全省_预付费包月语音包_20元送200分钟手机国内通话时长帐户共3小时20分钟，剩余3小时3分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:56:42","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616850","20","755","1","TELECOM","0","702","10001","10001","[""尊敬的廖*泽客户：当前5G畅享融合129元套餐国内通用流量(包含结转流量30.0G)共60.0G,已用0.0M,剩余60.0G；\n40元融合加装包（含提速）国内通用流量共10.0G,已用15.01M,剩余9.98G；\n5G畅享融合129元套餐国内语音时长量本共300分钟,已用0分钟,剩余300分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:54:37","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616849","20","758","1","TELECOM","0","702","10001","10001","[""尊敬的张*桃客户：当前（79元）大流量套餐全国畅享流量升级包（0元）畅享套餐降速阈值流量共10.0G,已用182.24M,剩余9.82G；\n(后付费)天翼大流量套餐201804(可办理副卡)国内手机上网流量(包含结转流量10.0G)共20.0G,已用0.0M,剩余20.0G；\n(后付费)天翼大流量套餐201804(可办理副卡)国内通话时长共200分钟,已用0分钟,剩余200分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:54:14","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616848","20","755","1","TELECOM","90000","702","10001","10001","[""尊敬的赵*客户：当前(后付费)天翼大流量套餐201804(不可办理副卡)国内手机上网流量(包含结转流量500.0M)共1000.0M,已用377.54M,剩余622.46M；\n(后付费)天翼大流量套餐201804(不可办理副卡)国内通话时长共200分钟,已用6分钟,剩余194分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:53:01","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616840","20","20","1","TELECOM","0","702","10000","10001","[""尊敬的浙*省*众*息*业*限*司客户：当前电信畅享套餐201901国内手机上网流量(包含结转流量20.0G)共40.0G,已用10.64G),剩余29.35G；\n流量达人升级包（12个月）国内通用流量共10.0G,已用2.63G),剩余7.36G；\n天翼云VR 5G会员体验包2020版定向流量共50.0G,已用0.0M,剩余50.0G；\n天翼云游戏5G会员体验包2020版定向流量共50.0G,已用0.0M,剩余50.0G；\n天翼超高清5G会员体验包2020版定向流量共50.0G,已用0.0M,剩余50.0G；\n天翼云盘5G会员体验包2020版定向流量共50.0G,已用0.0M,剩余50.0G；\n融合全国语音优惠_1000分钟0个月电信内网语音时长量本共1000分钟,已用15分钟,剩余985分钟；\n政企团购赠送国内语音优惠国内通话时长共1500分钟,已用47分钟,剩余1453分钟；\n电信畅享套餐201901国内通话时长共300分钟,已用48分钟,剩余252分钟；\n政企团购移动点对点短信个性化加装包_2018年二季度_粤国内短彩信量本共100条,已用3条,剩余97条；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:49:34","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616817","20","755","1","TELECOM","0","702","10001","10001","[""尊敬的彭*客户：当前智能副卡国内通用流量共2.0G,已用2.0G),剩余0.0M；\n5G畅享129元套餐201910国内通用流量(包含结转流量30.0G)共60.0G,已用19.90G),剩余40.09G；\n亲情号码互打免费包（0元）互拨免费时长共600分钟,已用0分钟,剩余600分钟；\n5G畅享129元套餐201910国内语音时长量本共500分钟,已用0分钟,剩余500分钟；\n商务领航政企客户总机服务-IVPN内互包月国内短彩信量本共50条,已用0条,剩余50条；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:39:03","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616805","25","515","1","TELECOM","0","108","10001","10001","[""尊敬的袁为客户，您好！18120071483本月套餐使用情况如下：\n\n【上网流量】 \n-国内通用流量\n1.全国流量畅享99元个人套餐，业务类型：手机上网国内流量，总量：流量畅享，已使用量：1.28G，剩余量：流量畅享\n\n【语音通话】\n1.全国流量畅享99元融合套餐\/50M，业务类型：亲情互拨优惠时长，包含量：600.00分钟，剩余量：600.00分钟\n2.全国流量畅享99元个人套餐，业务类型：天翼语音时长，包含量：500.00分钟，剩余量：340.00分钟\n\n【精彩推荐】\n微信关注“江苏电信”，回复“服务”，查阅你的专属服务指南。""]","2021-03-30 09:34:12","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616794","28","282","1","TELECOM","0","108","10001","10001","[""尊敬的客户，您本月套餐使用详细信息如下：\r\n1、畅享国内流量已使用901.64M;\r\n2、国内通话时长总量为300分钟,剩余300分钟;\r\n3、IVPN群内通话时长总量为3000分钟,剩余3000分钟。\r\n满意服务，10分信赖！【中国电信】""]","2021-03-30 09:29:32","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616793","28","282","1","TELECOM","0","108","10001","10001","[""尊敬的客户，您本月套餐使用详细信息如下：\r\n1、畅享国内流量已使用901.64M;\r\n2、国内通话时长总量为300分钟,剩余300分钟;\r\n3、IVPN群内通话时长总量为3000分钟,剩余3000分钟。\r\n满意服务，10分信赖！【中国电信】""]","2021-03-30 09:29:32","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616782","22","22","1","TELECOM","0","108","10001","10001","[""手机号码为18902022376的客户，您的套餐使用量情况如下： 国内通用流量（上月结转）:总量5120.00M，已用4094.42M，剩余1025.58M；国内主叫通话:总量200分钟，已用14分钟，剩余186分钟；国内通用流量:总量5120.00M，已用0.00M，剩余5120.00M；回复“1024”快速加流量，即买即用！登录欢go客户端，邀好友一起领话费，抽大奖！每日10点3元话费限量发放，还有会员月月领福利！（ http:\/\/a.189.cn\/JdJAac ）""]","2021-03-30 09:27:21","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616762","20","20","1","TELECOM","0","702","10001","10001","[""尊敬的姚*颜客户：当前(后付费)天翼大流量套餐201804(可办理副卡)国内手机上网流量(包含结转流量5.0G)共10.0G,已用4.12G),剩余5.87G；\n(后付费)天翼大流量套餐201804(可办理副卡)国内通话时长共200分钟,已用117分钟,剩余83分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:20:47","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616761","20","750","1","TELECOM","0","702","18923069138","10001","[""尊敬的李*东客户：当前天翼畅享40G（169元）套餐201805畅享套餐降速阈值流量共40.0G,已用30.32G,剩余9.67G；\n亲情号码互打免费包（0元）互拨免费时长共600分钟,已用0分钟,剩余600分钟；\n天翼畅享套餐201805国内通话时长共700分钟,已用449分钟,剩余251分钟；\n商务领航政企客户总机服务-IVPN内互打包月(IVPN产品组)国内短彩信量本共50条,已用3条,剩余47条；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:20:43","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616741","20","769","1","TELECOM","0","702","10001","10001","[""尊敬的谭*福客户：当前5G畅享融合129元套餐国内通用流量(包含结转流量30.0G)共60.0G,已用5.69G),剩余54.30G；\n5G畅享融合129元套餐国内语音时长量本共300分钟,已用300分钟,剩余0分钟；\n套餐外累计通话时长,已用1小时55分钟;\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 09:12:10","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616716","20","755","1","TELECOM","0","702","10001","10001","[""尊敬的曾*明客户：当前电信畅享269元套餐201901（普通版）（后付费）国内通用流量(包含结转流量60.0G)共120.0G,已用120.0G),剩余0.0M；\n5天暖心包 国内通用流量共10.0G,已用6.92G),剩余3.07G；\n5G升级会员10G包29元201910国内通用流量(包含结转流量0.0M)共10.0G,已用10.0G),剩余0.0M；\n套餐升级20GB流量（促销）国内通用流量共20.0G,已用20.0G),剩余0.0M；\n套餐外单用户累计使用流量-国内,已用1.26G;\n亲情号码互打免费包（0元）互拨免费时长共600分钟,已用18分钟,剩余582分钟；\n电信畅享269元套餐201901（普通版）（后付费）国内语音时长量本共1400分钟,已用153分钟,剩余1247分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 08:59:16","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616696","27","27","1","TELECOM","0","108","10001","10001","[""[108点播提醒]截至本月30日8时45分,您订购的星卡（19元日租版）包含定向流量包204800.00M,已使用55.57M;\r\n当日已使用国内上网流量0.72M,本月累计使用国内上网流量6066.85M;\r\n畅享定向流量已使用3596.48M。更多服务请关注“中国电信客服\""微信公众号，智能手机登录【电信营业厅APP】，戳http:\/\/a.189.cn\/JeJRtm 了解详情。""]","2021-03-30 08:51:32","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616683","20","20","1","TELECOM","0","702","10001","10001","[""尊敬的梁*斌客户：当前5G畅享199元套餐201910国内通用流量(包含结转流量0.0M)共60.0G,已用60.0G),剩余0.0M；\n套餐外单用户累计使用流量-国内,已用360.69M;\n5G畅享199元套餐201910国内语音时长量本共1000分钟,已用77分钟,剩余923分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 08:46:30","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616616","20","758","1","TELECOM","90000","702","10001","10001","[""尊敬的杨*客户：当前畅享流量15G（129元）套餐2017Q3（共享版）畅享套餐降速阈值流量共15.0G,已用0.0M,剩余15.0G；\n畅享流量套餐2017Q3国内手机上网流量(包含结转流量3.0G)共6.0G,已用0.0M,剩余6.0G；\n5G升级会员10G包19元201910国内通用流量(包含结转流量9.71G)共19.71G,已用16.05G),剩余3.66G；\n畅享流量套餐2017Q3国内通话时长共700分钟,已用98分钟,剩余602分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 08:21:09","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616609","20","755","1","TELECOM","90000","702","10001","10001","[""尊敬的周*杰客户：当前CDMA_全省_预付费天翼日租卡套餐0元，当月套餐内已包含CDMA_全省_预付费天翼日租卡套餐0元【日租卡】国内流量按天累计项共800MB，剩余796.24MB；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 08:18:36","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616587","771","776","1","TELECOM","0","一","10001","10001","[""尊敬的客户，您好！截至2021年3月29日您的流量使用情况如下：\n上月结转量8.81GB,国内上网可使用流量(含结转）28.82GB,本月已使用28.50GB,已失效0.00MB,剩余325.34MB;\n\r\n温馨提示：免费升级VoLTE高清通话，送100分钟通话福利！点击领取  http:\/\/gx.189.cn\/s\/YDCzS 【中国电信】""]","2021-03-30 08:11:24","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616582","28","830","1","TELECOM","0","108","10001","10001","[""尊敬的客户，您本月套餐使用详细信息如下：\r\n1、畅享国内流量_共享已使用4602.3M;\r\n2、国内通话时长_共享总量为100分钟,剩余92分钟。\r\n满意服务，10分信赖！【中国电信】""]","2021-03-30 08:10:31","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616570","20","668","1","TELECOM","90000","702","10001","10001","[""尊敬的陈*客户：当前畅享流量40G（159元）套餐2017Q3畅享套餐降速阈值流量共40.0G,已用14.48G,剩余25.51G；\n畅享流量套餐2017Q3国内手机上网流量(包含结转流量4.0G)共8.0G,已用0.0M,剩余8.0G；\n畅享流量套餐2017Q3国内通话时长共700分钟,已用45分钟,剩余655分钟；\n。查询结果仅供参考，实际费用以出账账单为准。""]","2021-03-30 08:02:34","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
