"id","province","city","type","carrier","product","directive","upward","downward","receiveMsg","reportAt","checked","remark","version","result","return_code"
"24616014","731","735","1","UNICOM","80000","CXLL","10010","10010","[""尊敬的用户，截至当前，您的流量使用情况如下：\r\n -当月免费流量6.31GB\r\n -当月套餐外流量情况\r\n 国内日租宝\r\n 已使用1.06GB\r\n \r\n 省内（已升级为国内流量）日租宝\r\n 已使用0.00MB\r\n \r\n 省外日租宝\r\n 已使用0.00MB\r\n \r\n 本数据仅供参考，可下载手机营业厅查询详细情况。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“2082”，查看当前套餐余量。\r\n 【发短信太麻烦？使用手机营业厅，查询、交费、办理更简单！下载点击：http:\/\/u.10010.cn\/khddx 】""]","2021-03-29 23:15:24","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24616004","471","476","1","UNICOM","2","1071","10010","10010","[""尊敬的用户，您可以直接回复指令进行业务查询或办理：\r\n 00：手机上网流量查询\r\n 01：账户余额\r\n 02：实时话费\r\n 03：常用办理业务\r\n 04：常用查询业务\r\n 05：充值卡充值\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 23:11:55","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615979","431","431","1","UNICOM","0","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 钉钉定向免流资费\r\n 套餐内专享免费流量\r\n 已用2.53MB冰激凌专属套餐（钉钉版）-199元\/月（放心用版）（首月全量全价）\r\n 套内国内流量(40.0G)\r\n 已用0.00MB冰激凌专属套餐（钉钉版）-199元\/月（放心用版）（首月全量全价）\r\n 套餐流量(0M)\r\n 已用0.00MB吉林-长春大学城专属-0元30G小区流量叠加包\r\n 套餐内专享免费流量(30.0G)\r\n 已用499.70MB吉林-长春大学城专属-0元60G小区流量叠加包\r\n 套餐内专享免费流量(60.0G)\r\n 已用0.00MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 22:58:19","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615975","898","898","1","UNICOM","0","CXLL","10010","10010","[""尊敬的用户，截至当前，您的流量使用情况如下：\r\n -当月免费流量20.95GB\r\n -当月套餐外流量情况\r\n 国内日租宝\r\n 已使用0.00MB\r\n \r\n 本数据仅供参考，可下载手机营业厅查询详细情况。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“2082”，查看当前套餐余量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 22:56:37","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615953","531","635","1","UNICOM","80000","412","10010","10010","[""尊敬的用户，您可以直接回复指令进行业务查询或办理：\n 00：手机上网流量查询\n 01：账户余额\n 02：实时话费\n 03：常用办理业务\n 04：常用查询业务\n 05：充值卡充值\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 22:50:51","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615876","531","534","1","UNICOM","80000","412","10010","10010","[""【流量包专属服务】尊敬的用户，感谢您使用联通查询业务，星级用户特惠流量包让您上网无忧！请回复字母：\nda  办理10元1GB国内流量加油包\ndc  办理20元3GB国内流量加油包\n您也可以选择：\nff 办理16元15GB国内流量8天包\nfq 办理30元融合月包（8GB国内流量+50分钟国内语音）""]","2021-03-29 22:26:35","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615827","931","931","1","UNICOM","0","1001011","10010","10010","[""尊敬的用户，您可以直接回复指令进行业务查询或办理：\r\n 00：手机上网流量查询\r\n 01：账户余额\r\n 02：实时话费\r\n 03：常用办理业务\r\n 04：常用查询业务\r\n 05：充值卡充值\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 22:09:32","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615815","311","313","1","UNICOM","0","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 0元5G省内流量包（已升级为国内流量）（河北迁转）\r\n 套内国内流量(5.0G)\r\n 已用73.66MB沃派畅视卡28元套餐（河北迁转）(首月全量全价)\r\n 套内国内流量(1.0G)\r\n 已用0.00MB沃派畅视卡28元套餐（河北迁转）(首月全量全价)\r\n 套餐流量(1.0G)\r\n 已用0.00MB0元省内免费流量包（有效期1个月）(河北迁转)（已升级为国内流量）\r\n 套内国内流量\r\n 已用47176.73MB结转套餐流量(沃派畅视卡28元套餐（河北迁转）(首月全量全价))\r\n 已用0.00MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 22:05:42","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615814","311","313","1","UNICOM","0","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 0元5G省内流量包（已升级为国内流量）（河北迁转）\r\n 套内国内流量(5.0G)\r\n 已用73.66MB沃派畅视卡28元套餐（河北迁转）(首月全量全价)\r\n 套内国内流量(1.0G)\r\n 已用0.00MB沃派畅视卡28元套餐（河北迁转）(首月全量全价)\r\n 套餐流量(1.0G)\r\n 已用0.00MB0元省内免费流量包（有效期1个月）(河北迁转)（已升级为国内流量）\r\n 套内国内流量\r\n 已用47176.73MB结转套餐流量(沃派畅视卡28元套餐（河北迁转）(首月全量全价))\r\n 已用0.00MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 22:05:42","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615736","991","902","1","UNICOM","0","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 59元全国冰激凌套餐（新疆）（首月全量全价）\r\n 套内国内流量\r\n 已用26586.14MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 21:45:36","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615539","25","517","1","UNICOM","80000","CXLL","10010","10010","[""您的账户当前可用余额136.83元。\r\n 查询账户余额详情请回复YEMX。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 20:44:55","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615445","20","660","1","UNICOM","80000","CXLL","10010","10010","[""尊敬的用户，截至当前，您的流量使用情况如下：\r\n -当月免费流量2.63GB\r\n -当月套餐外流量情况\r\n 国内日租宝\r\n 已使用4.14GB\r\n \r\n 本数据仅供参考，可下载手机营业厅查询详细情况。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“2082”，查看当前套餐余量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 20:23:51","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615297","591","598","1","UNICOM","80000","CXLL","10010","10010","[""【福建联通用户回馈】中国联通官方APP于2020年12月04日09点00分00秒免费送您5.00话费红包，充值立减，有效期至2020年12月06日09点00分00秒，立即使用路径：手机营业厅APP【交费充值】，查看详情请戳： https:\/\/u.10010.cn\/qA6Jd 或在应用市场搜索\""手机营业厅\""下载后使用""]","2021-03-29 19:42:24","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615223","28","28","1","UNICOM","80000","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 0元40GB校区流量包（四川）\r\n 套餐内流量(40.0G)\r\n 已用40960.00MB5元80GB校区流量包（四川）\r\n 套餐内专享免费流量(80.0G)\r\n 已用19603.85MB20元15GB流量包（四川）\r\n 套内国内流量(15.0G)\r\n 已用0.00MB熊猫沃TV省区域优惠定向流量免费（四川）\r\n 套餐内流量\r\n 已用0.00MB沃派熊猫卡B_寒暑假流量（四川）\r\n 国内寒暑假流量(1.3G)\r\n 已用0.00MB沃派熊猫卡B（四川）(首月全量全价)\r\n 套内国内流量(1.3G)\r\n 已用0.00MB沃派熊猫卡B（四川）(首月全量全价)\r\n 套餐流量(0M)\r\n 已用0.00MB沃派熊猫卡B_周末流量（四川）\r\n 国内周末流量(6.0G)\r\n 已用0.00MB沃派熊猫卡B_校园流量（四川）\r\n 套餐内专享免费流量(2.0G)\r\n 已用0.00MB结转套餐流量(沃派熊猫卡B_寒暑假流量（四川）)\r\n 已用0.00MB结转套餐流量(沃派熊猫卡B（四川）(首月全量全价))\r\n 已用24.04MB结转套餐流量(沃派熊猫卡B_周末流量（四川）)\r\n 已用1.35MB结转套餐流量(沃派熊猫卡B_校园流量（四川）)\r\n 已用0.00MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 19:23:35","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615220","20","20","1","UNICOM","80000","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 全国流量1元800MB\/日，自动续订，当达到3元后任性用\r\n 国内流量日租宝(800M)\r\n 已用0.00MB百度定向免流\r\n 套餐内专享免费流量\r\n 已用0.00MB0元含2GB国内流量\r\n 套内国内流量(2.0G)\r\n 已用0.00MB1GB流量福利\r\n 套内国内流量(1.0G)\r\n 已用0.00MB百度天圣卡\r\n 套餐内专享免费流量\r\n 已用0.00MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 19:23:19","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24615027","20","760","1","UNICOM","0","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 畅越全国冰激凌套餐-68元\/月（首月全量全价）\r\n 套内国内流量\r\n 已用29760.50MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 18:33:06","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614931","27","716","1","UNICOM","0","CXLL","10010","10010","[""感谢您致电10010热线!\n※※※※※※※※※※※※※※※※※※※※※※※※※※\n【24小时的守候，是我们给您的承诺！我的百倍用心，愿您10分满意！】\n※※※※※※※※※※※※※※※※※※※※※※※※※※\n本月截止目前：\n【蚂蚁大宝卡-36元\/月】：优惠总和2048.00M，剩余2048.00M。\n【蚂蚁大宝卡专属升级包】：优惠总和1388.56M，优惠已用完。\n【非王卡2I用户承诺低消语音畅意打45元档】：优惠总和2048.00M，剩余2048.00M。\n【蚂蚁大宝卡-36元\/月】：优惠总和2048.00M，剩余2048.00M。\n【套餐外收费流量】 ：0.00M。\n【蚂蚁大宝卡专属升级包】：优惠总和3072.00M，剩余809.45M。\n【1GB流量福利】：优惠总和1024.00M，剩余1024.00M。\n【非王卡2I用户承诺低消语音畅意打45元档】：优惠总和200分钟，剩余200分钟。\n【蚂蚁大宝卡-36元\/月】：优惠总和100分钟，剩余100分钟。\n【套餐外收费语音】：0分钟。\n【蚂蚁大宝卡专属升级包】：优惠总和100分钟，剩余80分钟。""]","2021-03-29 18:10:54","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614889","28","830","1","UNICOM","0","CXLL","10010","10010","[""尊敬的客户，出现一个未知错误，建议您反馈我们处理或稍后再试，感谢您的支持。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 18:01:49","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614578","551","557","1","UNICOM","80000","CXLL","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 副卡套外资费\r\n 套餐流量(0M)\r\n 已用0.00MB畅越全国冰激凌套餐-68元\/月（首月全量全价）\r\n 套内国内流量\r\n 已用15994.87MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【邀请好友兑换100元京东E卡，点击 http:\/\/m.10010.com\/0A1 登录手厅APP参与】""]","2021-03-29 16:38:38","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614552","25","516","1","UNICOM","0","TCYL","10010","10010","[""尊敬的客户：感谢您使用10010智能客服，您可以说出关键字，如：“查话费、查流量、开通流量包”，听您说话，就能快速帮您办理业务，点击 http:\/\/open.17wo.cn\/YvaAfaYb 免费了解更多使用秘籍！您还可戳 http:\/\/u.10010.cn\/xzxkf 输入“转人工”进入在线客服咨询，微信搜索“江苏联通”绑定后享受更多精彩服务！绑定方法请戳 http:\/\/w.17wo.cn\/URr6JnZn 观看。【联通小燕，服务到家！】""]","2021-03-29 16:30:21","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614517","531","633","1","UNICOM","80000","412","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 校园沃派1元包2G国内流量（山东）\r\n 共2048.00MB, 已用0.00MB\r\n \r\n 校园专属-1元包12G全国流量包（立即生效）（山东）\r\n 共12288.00MB, 已用5789.68MB\r\n \r\n 沃派升级26元(首月全量全价)\r\n 共5120.00MB, 已用0.00MB\r\n \r\n 沃派升级26元(首月全量全价)\r\n 共5120.00MB, 已用0.00MB\r\n \r\n -语音\r\n 沃派套餐0元包100分钟国内通话时长（山东）\r\n 共100分钟, 已用0分钟\r\n \r\n 0元包1000分钟国内通话(山东)\r\n 共1000分钟, 已用0分钟\r\n \r\n 沃派升级26元(首月全量全价)\r\n 共100分钟, 已用56分钟\r\n \r\n \r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 16:14:07","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614405","571","571","1","UNICOM","0","1071","10010","10010","[""截至当前，您的套餐使用情况如下：\r\n -流量\r\n 浙江-0元校园沃派寒暑假漫游升级送-50个月\r\n 套内国内流量(0M)\r\n 已用0.00MB浙江-流量放心用\r\n 套餐流量(0M)\r\n 已用0.00MB浙江-0元校园沃派4GB国内流量\r\n 套内国内流量(4.0G)\r\n 已用2.00MB浙江-2017沃派2.0主套餐(首月全月)\r\n 套内国内流量(2.0G)\r\n 已用0.00MB浙江-2017沃派2.0主套餐(首月全月)\r\n 套餐流量(0M)\r\n 已用0.00MB浙江-0元校园沃派校区流量放心用-50个月\r\n 套餐内专享免费流量\r\n 已用0.00MB结转套餐流量(浙江-2017沃派2.0主套餐(首月全月))\r\n 已用0.00MB\r\n 本数据仅供参考。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“1071”，查看手机上网流量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 15:33:27","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614163","451","467","1","UNICOM","0","CXLL","10010","10010","[""尊敬的用户，截至当前，您的流量使用情况如下：\r\n -当月免费流量8.88GB\r\n -当月套餐外流量情况\r\n 国内日租宝\r\n 已使用0.00MB\r\n \r\n 本数据仅供参考，可下载手机营业厅查询详细情况。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“2082”，查看当前套餐余量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 14:03:49","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614111","931","934","1","UNICOM","80000","1071","10010","10010","[""截至当前，您的套餐使用情况如下：\n -流量\n 1GB流量福利\n 套内国内流量(1.0G)\n 已用0.00MB国内流量日租宝1元\/1G，3元任性用（当日有效，自动续订）\n 国内流量日租宝(1.0G)\n 已用0.00MB普惠e卡主资费\n 套餐内专享免费流量\n 已用0.00MB\n 本数据仅供参考。\n 回复“5083”，查看流量半年包余量。\n 回复“1071”，查看手机上网流量。\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 13:46:15","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24614064","551","552","1","UNICOM","0","5142","10655898","10655898","[""尊敬的用户，截至当前，您的流量使用情况如下：\r\n -当月免费流量0.00MB\r\n -当月套餐外流量情况\r\n 国内日租宝\r\n 已使用0.00MB\r\n \r\n 本数据仅供参考，可下载手机营业厅查询详细情况。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“2082”，查看当前套餐余量。\r\n 【邀请好友兑换100元京东E卡，点击 http:\/\/m.10010.com\/0A1 登录手厅APP参与】""]","2021-03-29 13:31:04","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
"24613978","771","773","1","UNICOM","80000","CXLL","10010","10010","[""尊敬的用户，截至当前，您的流量使用情况如下：\r\n -当月免费流量3.34GB\r\n -当月套餐外流量情况\r\n 国内日租宝\r\n 已使用0.00MB\r\n \r\n 本数据仅供参考，可下载手机营业厅查询详细情况。\r\n 回复“5083”，查看流量半年包余量。\r\n 回复“2082”，查看当前套餐余量。\r\n 【抗击疫情，服务不停！使用手机营业厅，足不出户交话费、查余额、办业务，免流量看电影、玩游戏，点击 http:\/\/u.10010.cn\/khddx ，马上拥有】""]","2021-03-29 12:59:38","0","NULL","1.1","mReturnCode:4;mUsedTrafficB:0;mLeftTrafficB:0","4"
